'(32, 39, [25], 2)' 2
'(3, 19, [22], 2)' 2
'(12, 25, [41], 2)' 2
'(24, 29, [9], 1)' 1
'(31, 26, [11], 2)' 2
'(21, 40, [11], 1)' 1
'(24, 27, [17], 1)' 1
'(20, 13, [29], 2)' 2
'(31, 38, [29], 1)' 1
'(19, 34, [17], 2)' 2
'(0, 25, [41], 2)' 2
'(36, 37, [29], 1)' 1
'(26, 12, [30], 2)' 2
'(13, 35, [43], 1)' 1
'(2, 11, [40], 2)' 2
'(18, 32, [37], 2)' 2
'(10, 29, [41], 2)' 2
'(9, 28, [4], 2)' 2
'(32, 43, [17], 1)' 1
'(0, 6, [38], 2)' 2
'(31, 21, [42], 2)' 2
'(15, 26, [11], 1)' 1
'(12, 11, [19], 2)' 1
'(19, 40, [1], 2)' 2
'(40, 39, [38], 2)' 1
'(40, 43, [2], 2)' 2
'(17, 35, [38], 2)' 2
'(9, 27, [41], 1)' 1
'(35, 37, [16], 1)' 1
'(22, 33, [11], 1)' 1
'(5, 21, [39], 2)' 2
'(7, 16, [33], 1)' 1
'(17, 35, [37], 1)' 1
'(25, 0, [37], 2)' 2
'(25, 42, [8], 1)' 1
'(41, 40, [2], 2)' 1
'(0, 17, [36], 2)' 2
'(24, 17, [31], 2)' 2
'(41, 13, [10], 2)' 2
'(4, 15, [43], 1)' 1
'(2, 22, [30], 1)' 1
'(24, 39, [6], 1)' 1
'(12, 14, [1], 1)' 1
'(12, 13, [43], 1)' 1
'(20, 42, [6], 1)' 1
'(25, 32, [19], 1)' 1
'(11, 22, [27], 1)' 1
'(28, 22, [6], 2)' 2
'(24, 33, [5], 1)' 1
'(2, 9, [12], 2)' 2
'(41, 36, [16], 2)' 2
'(5, 19, [2], 1)' 1
'(9, 31, [6], 2)' 2
'(2, 35, [36], 1)' 1
'(41, 9, [0], 2)' 2
'(10, 32, [0], 2)' 2
'(27, 30, [39], 2)' 2
'(33, 8, [1], 2)' 2
'(30, 16, [38], 2)' 2
'(26, 1, [39], 2)' 2
'(1, 2, [33], 1)' 1
'(20, 36, [4], 1)' 1
'(6, 3, [36], 2)' 2
'(16, 28, [39], 2)' 2
'(17, 35, [43], 2)' 2
'(32, 13, [39], 2)' 2
'(33, 34, [42], 2)' 1
'(22, 14, [1], 2)' 2
'(20, 19, [28], 2)' 1
'(11, 30, [8], 1)' 1
'(9, 2, [28], 2)' 2
'(27, 33, [8], 1)' 1
'(36, 43, [5], 1)' 1
'(27, 43, [22], 2)' 2
'(21, 26, [14], 1)' 1
'(3, 17, [23], 2)' 2
'(19, 15, [1], 2)' 2
'(34, 43, [12], 2)' 2
'(31, 36, [0], 1)' 1
'(28, 5, [43], 2)' 2
'(32, 40, [20], 2)' 2
'(10, 24, [32], 2)' 2
'(34, 40, [24], 2)' 2
'(33, 18, [36], 2)' 2
'(29, 34, [11], 1)' 1
'(35, 15, [5], 2)' 2
'(21, 29, [17], 1)' 1
'(21, 28, [0], 2)' 2
'(31, 14, [36], 2)' 2
'(1, 22, [32], 1)' 1
'(43, 5, [3], 2)' 2
'(41, 14, [1], 2)' 2
'(8, 27, [33], 1)' 1
'(25, 9, [4], 2)' 2
'(33, 20, [19], 2)' 2
'(23, 22, [40], 2)' 1
'(15, 4, [39], 2)' 2
'(5, 18, [32], 2)' 2
'(23, 29, [40], 1)' 1
'(20, 23, [30], 2)' 2
'(23, 8, [34], 2)' 2
'(22, 25, [13], 1)' 1
'(19, 27, [35], 2)' 2
'(18, 30, [13], 2)' 2
'(14, 35, [42], 1)' 1
'(25, 12, [34], 2)' 2
'(32, 36, [12], 1)' 1
'(16, 41, [1], 1)' 1
'(25, 26, [19], 1)' 1
'(37, 38, [10], 2)' 1
'(38, 29, [14], 2)' 2
'(29, 7, [6], 2)' 2
'(9, 15, [30], 2)' 2
'(36, 27, [13], 2)' 2
'(7, 26, [36], 2)' 2
'(19, 37, [2], 2)' 2
'(11, 37, [3], 2)' 2
'(27, 35, [20], 2)' 2
'(0, 10, [35], 1)' 1
'(38, 17, [6], 2)' 2
'(24, 34, [10], 1)' 1
'(30, 37, [41], 1)' 1
'(18, 33, [15], 1)' 1
'(3, 1, [6], 2)' 2
'(24, 12, [30], 2)' 2
'(8, 16, [2], 2)' 2
'(2, 39, [42], 2)' 2
'(20, 35, [6], 2)' 2
'(11, 19, [22], 2)' 2
'(3, 11, [36], 2)' 2
'(1, 2, [37], 1)' 1
'(24, 32, [16], 1)' 1
'(15, 37, [12], 2)' 2
'(22, 26, [19], 1)' 1
'(32, 14, [12], 2)' 2
'(24, 34, [21], 1)' 1
'(32, 23, [15], 2)' 2
'(27, 24, [0], 2)' 2
'(28, 4, [31], 2)' 2
'(43, 21, [18], 2)' 2
'(2, 3, [36], 2)' 1
'(18, 6, [19], 2)' 2
'(20, 29, [31], 2)' 2
'(26, 32, [7], 1)' 1
'(4, 18, [35], 2)' 2
'(22, 28, [30], 2)' 2
'(7, 29, [39], 1)' 1
'(28, 27, [33], 2)' 1
'(10, 17, [18], 2)' 2
'(35, 12, [42], 2)' 2
'(7, 12, [34], 2)' 2
'(21, 34, [11], 1)' 1
'(22, 25, [17], 1)' 1
'(17, 31, [0], 2)' 2
'(36, 22, [17], 2)' 2
'(27, 41, [14], 2)' 2
'(31, 38, [15], 1)' 1
'(30, 5, [40], 2)' 2
'(41, 26, [20], 2)' 2
'(24, 9, [39], 2)' 2
'(10, 13, [41], 2)' 2
'(2, 5, [42], 1)' 1
'(9, 31, [38], 2)' 2
'(27, 13, [10], 2)' 2
'(10, 35, [41], 1)' 1
'(43, 6, [2], 2)' 2
'(17, 7, [4], 2)' 2
'(33, 43, [29], 2)' 2
'(9, 7, [43], 2)' 2
'(7, 37, [39], 2)' 2
'(11, 34, [0], 1)' 1
'(33, 18, [1], 2)' 2
'(16, 30, [2], 2)' 2
'(28, 11, [38], 2)' 2
'(39, 24, [9], 2)' 2
'(6, 9, [15], 1)' 1
'(37, 30, [38], 2)' 2
'(3, 28, [1], 1)' 1
'(10, 26, [31], 1)' 1
'(17, 24, [0], 2)' 2
'(12, 22, [3], 1)' 1
'(32, 28, [26], 2)' 2
'(3, 5, [10], 1)' 1
'(26, 29, [34], 1)' 1
'(0, 10, [29], 2)' 2
'(30, 42, [24], 1)' 1
'(17, 18, [6], 2)' 1
'(4, 10, [42], 1)' 1
'(27, 24, [4], 2)' 2
'(15, 11, [25], 2)' 2
'(20, 23, [12], 2)' 2
'(37, 41, [9], 1)' 1
'(42, 41, [19], 2)' 1
'(24, 34, [0], 2)' 2
'(29, 36, [19], 2)' 2
'(41, 24, [1], 2)' 2
'(21, 36, [7], 2)' 2
'(31, 16, [14], 2)' 2
'(6, 0, [16], 2)' 2
'(0, 12, [21], 1)' 1
'(10, 38, [3], 1)' 1
'(2, 23, [37], 1)' 1
'(4, 5, [21], 2)' 1
'(30, 2, [38], 2)' 2
'(13, 9, [18], 2)' 2
'(29, 40, [0], 1)' 1
'(30, 26, [42], 2)' 2
'(40, 26, [1], 2)' 2
'(35, 36, [42], 2)' 1
'(12, 40, [9], 2)' 2
'(33, 43, [13], 1)' 1
'(38, 41, [35], 1)' 1
'(0, 22, [41], 2)' 2
'(13, 20, [21], 2)' 2
'(9, 16, [2], 1)' 1
'(5, 12, [38], 2)' 2
'(32, 43, [12], 2)' 2
'(20, 22, [19], 1)' 1
'(32, 26, [22], 2)' 2
'(33, 18, [39], 2)' 2
'(16, 37, [0], 1)' 1
'(20, 39, [7], 1)' 1
'(23, 40, [43], 2)' 2
'(19, 7, [1], 2)' 2
'(38, 40, [24], 2)' 2
'(1, 7, [38], 2)' 2
'(13, 37, [1], 1)' 1
'(41, 43, [19], 2)' 2
'(22, 14, [42], 2)' 2
'(20, 32, [42], 2)' 2
'(9, 21, [29], 1)' 1
'(25, 31, [15], 2)' 2
'(8, 37, [4], 1)' 1
'(43, 27, [12], 2)' 2
'(17, 39, [16], 1)' 1
'(5, 27, [1], 2)' 2
'(26, 36, [12], 2)' 2
'(15, 16, [25], 1)' 1
'(10, 20, [22], 1)' 1
'(11, 23, [10], 2)' 2
'(9, 29, [6], 2)' 2
'(20, 24, [14], 1)' 1
'(16, 4, [34], 2)' 2
'(1, 10, [22], 1)' 1
'(20, 25, [13], 2)' 2
'(41, 28, [26], 2)' 2
'(16, 3, [22], 2)' 2
'(28, 26, [23], 2)' 2
'(7, 33, [34], 1)' 1
'(3, 16, [34], 2)' 2
'(4, 28, [34], 1)' 1
'(36, 27, [21], 2)' 2
'(6, 30, [34], 1)' 1
'(26, 36, [6], 2)' 2
'(23, 24, [22], 2)' 1
'(14, 26, [30], 1)' 1
'(17, 19, [32], 2)' 2
'(39, 19, [16], 2)' 2
'(16, 37, [7], 1)' 1
'(31, 38, [14], 2)' 2
'(19, 25, [10], 2)' 2
'(21, 30, [39], 1)' 1
'(3, 29, [2], 2)' 2
'(0, 23, [28], 2)' 2
'(29, 36, [40], 1)' 1
'(23, 3, [30], 2)' 2
'(15, 18, [1], 2)' 2
'(34, 15, [6], 2)' 2
'(36, 41, [4], 2)' 2
'(21, 32, [16], 2)' 2
'(13, 32, [40], 2)' 2
'(7, 8, [28], 1)' 1
'(9, 35, [6], 2)' 2
'(24, 22, [31], 2)' 2
'(36, 7, [2], 2)' 2
'(13, 34, [1], 1)' 1
'(21, 23, [0], 1)' 1
'(4, 21, [42], 1)' 1
'(13, 38, [5], 2)' 2
'(5, 8, [4], 2)' 2
'(16, 31, [37], 2)' 2
'(1, 8, [38], 1)' 1
'(20, 15, [13], 2)' 2
'(23, 37, [4], 2)' 2
'(34, 14, [43], 2)' 2
'(16, 35, [15], 2)' 2
'(22, 24, [26], 2)' 2
'(18, 42, [6], 2)' 2
'(17, 11, [13], 3)' 1
'(26, 43, [3], 1)' 1
'(1, 7, [19], 1)' 1
'(37, 43, [5], 1)' 1
'(23, 8, [33], 2)' 2
'(20, 23, [37], 2)' 2
'(36, 42, [19], 1)' 1
'(28, 30, [14], 1)' 1
'(1, 27, [31], 1)' 1
'(1, 3, [38], 2)' 2
'(12, 19, [1], 2)' 2
'(25, 37, [21], 1)' 1
'(11, 29, [41], 2)' 2
'(3, 1, [8], 2)' 2
'(22, 43, [0], 2)' 2
'(27, 38, [22], 2)' 2
'(28, 29, [43], 1)' 1
'(17, 19, [36], 2)' 2
'(0, 4, [9], 1)' 1
'(0, 20, [43], 1)' 1
'(34, 42, [16], 1)' 1
'(22, 33, [39], 1)' 1
'(24, 3, [31], 2)' 2
'(5, 33, [35], 1)' 1
'(30, 42, [19], 2)' 2
'(15, 25, [11], 2)' 2
'(35, 34, [29], 2)' 1
'(22, 40, [17], 1)' 1
'(28, 9, [1], 2)' 2
'(7, 22, [29], 2)' 2
'(29, 27, [4], 2)' 2
'(1, 7, [21], 2)' 2
'(36, 32, [26], 2)' 2
'(22, 15, [8], 2)' 2
'(15, 28, [12], 2)' 2
'(18, 15, [14], 2)' 2
'(15, 17, [11], 1)' 1
'(7, 42, [3], 2)' 2
'(28, 11, [9], 2)' 2
'(40, 15, [10], 2)' 2
'(30, 40, [42], 1)' 1
'(8, 22, [42], 2)' 2
'(22, 24, [38], 1)' 1
'(3, 25, [33], 2)' 2
'(17, 29, [36], 2)' 2
'(37, 25, [41], 2)' 2
'(20, 28, [6], 1)' 1
'(7, 12, [15], 2)' 2
'(25, 43, [10], 2)' 2
'(19, 25, [8], 2)' 2
'(5, 27, [28], 1)' 1
'(42, 26, [14], 2)' 2
'(39, 20, [40], 2)' 2
'(13, 0, [30], 2)' 2
'(2, 12, [29], 2)' 2
'(28, 30, [5], 2)' 2
'(27, 17, [30], 2)' 2
'(24, 43, [4], 1)' 1
'(32, 40, [31], 1)' 1
'(34, 38, [5], 2)' 2
'(26, 32, [37], 1)' 1
'(27, 41, [16], 2)' 2
'(1, 10, [36], 2)' 2
'(9, 19, [31], 2)' 2
'(7, 23, [42], 1)' 1
'(27, 4, [30], 2)' 2
'(3, 1, [5], 2)' 2
'(10, 27, [36], 2)' 2
'(38, 26, [4], 2)' 2
'(35, 42, [0], 2)' 2
'(34, 35, [27], 2)' 1
'(5, 30, [33], 1)' 1
'(19, 40, [4], 2)' 2
'(30, 28, [17], 2)' 2
'(17, 27, [11], 2)' 2
'(22, 35, [6], 1)' 1
'(36, 42, [30], 2)' 2
'(6, 2, [0], 2)' 2
'(36, 27, [5], 2)' 2
'(12, 17, [2], 1)' 1
'(40, 41, [18], 2)' 1
'(19, 35, [18], 2)' 2
'(30, 32, [39], 2)' 2
'(35, 14, [13], 2)' 2
'(13, 33, [40], 1)' 1
'(12, 25, [38], 2)' 2
'(30, 32, [13], 2)' 2
'(25, 42, [3], 1)' 1
'(22, 38, [39], 2)' 2
'(15, 35, [14], 1)' 1
'(31, 41, [7], 1)' 1
'(35, 7, [43], 2)' 2
'(18, 23, [4], 2)' 2
'(3, 6, [42], 1)' 1
'(13, 25, [37], 2)' 2
'(30, 32, [37], 1)' 1
'(14, 13, [10], 2)' 1
'(9, 28, [42], 2)' 2
'(12, 32, [11], 2)' 2
'(8, 42, [3], 1)' 1
'(9, 16, [19], 1)' 1
'(40, 42, [38], 1)' 1
'(25, 16, [38], 2)' 2
'(8, 38, [39], 2)' 2
'(9, 14, [34], 1)' 1
'(15, 30, [3], 1)' 1
'(28, 39, [27], 2)' 2
'(5, 39, [42], 2)' 2
'(18, 2, [27], 2)' 2
'(19, 20, [16], 1)' 1
'(29, 37, [43], 1)' 1
'(3, 14, [15], 1)' 1
'(42, 30, [11], 2)' 2
'(12, 23, [27], 1)' 1
'(4, 10, [41], 1)' 1
'(8, 12, [2], 2)' 2
'(3, 10, [43], 2)' 2
'(9, 20, [31], 1)' 1
'(9, 23, [27], 2)' 2
'(27, 2, [43], 2)' 2
'(8, 41, [0], 1)' 1
'(16, 6, [27], 2)' 2
'(30, 37, [23], 1)' 1
'(9, 41, [43], 1)' 1
'(4, 7, [32], 2)' 2
'(15, 13, [4], 2)' 2
'(29, 6, [30], 2)' 2
'(33, 21, [10], 2)' 2
'(36, 35, [19], 2)' 1
'(11, 17, [6], 1)' 1
'(14, 27, [38], 1)' 1
'(1, 20, [41], 1)' 1
'(3, 23, [24], 2)' 2
'(12, 11, [14], 2)' 1
'(2, 7, [29], 1)' 1
'(7, 3, [22], 2)' 2
'(23, 29, [39], 2)' 2
'(38, 25, [20], 2)' 2
'(2, 3, [38], 2)' 1
'(7, 13, [35], 1)' 1
'(27, 38, [8], 1)' 1
'(35, 38, [31], 1)' 1
'(0, 38, [43], 1)' 1
'(8, 11, [38], 1)' 1
'(8, 21, [39], 2)' 2
'(3, 19, [32], 2)' 2
'(16, 42, [6], 1)' 1
'(1, 19, [22], 2)' 2
'(10, 37, [2], 1)' 1
'(1, 31, [43], 2)' 2
'(2, 3, [33], 1)' 1
'(14, 16, [24], 2)' 2
'(25, 27, [8], 2)' 2
'(21, 33, [5], 2)' 2
'(14, 17, [11], 1)' 1
'(37, 39, [12], 2)' 2
'(37, 42, [31], 1)' 1
'(11, 23, [3], 1)' 1
'(23, 18, [41], 2)' 2
'(14, 43, [3], 1)' 1
'(42, 21, [5], 2)' 2
'(20, 38, [10], 2)' 2
'(34, 35, [31], 2)' 1
'(20, 28, [19], 2)' 2
'(42, 39, [33], 2)' 2
'(17, 42, [16], 2)' 2
'(25, 13, [43], 2)' 2
'(40, 38, [12], 2)' 2
'(17, 13, [25], 2)' 2
'(40, 39, [42], 2)' 1
'(11, 23, [3], 2)' 2
'(20, 0, [43], 2)' 2
'(6, 10, [13], 2)' 2
'(10, 8, [33], 2)' 2
'(8, 16, [39], 2)' 2
'(1, 5, [43], 2)' 2
'(39, 32, [12], 2)' 2
'(4, 36, [41], 2)' 2
'(9, 35, [7], 1)' 1
'(12, 14, [35], 1)' 1
'(4, 7, [3], 1)' 1
'(10, 14, [29], 2)' 2
'(9, 1, [23], 2)' 2
'(25, 30, [37], 2)' 2
'(42, 17, [11], 2)' 2
'(5, 12, [29], 1)' 1
'(15, 33, [43], 2)' 2
'(14, 29, [40], 1)' 1
'(6, 11, [34], 1)' 1
'(41, 16, [9], 2)' 2
'(18, 20, [0], 1)' 1
'(38, 34, [28], 2)' 2
'(19, 22, [18], 2)' 2
'(18, 22, [41], 2)' 2
'(30, 33, [1], 2)' 2
'(5, 4, [12], 2)' 1
'(16, 18, [30], 2)' 2
'(21, 26, [0], 2)' 2
'(11, 25, [6], 1)' 1
'(8, 24, [31], 1)' 1
'(26, 31, [23], 1)' 1
'(13, 16, [39], 1)' 1
'(35, 34, [27], 2)' 1
'(23, 33, [1], 2)' 2
'(3, 7, [0], 2)' 2
'(2, 16, [1], 2)' 2
'(15, 17, [6], 1)' 1
'(30, 18, [8], 2)' 2
'(25, 37, [11], 2)' 2
'(17, 25, [34], 1)' 1
'(25, 21, [41], 2)' 2
'(30, 27, [5], 2)' 2
'(27, 41, [23], 2)' 2
'(31, 14, [8], 2)' 2
'(35, 26, [18], 2)' 2
'(4, 22, [42], 1)' 1
'(40, 42, [17], 1)' 1
'(40, 31, [14], 2)' 2
'(32, 34, [23], 2)' 2
'(26, 24, [1], 2)' 2
'(13, 0, [18], 2)' 2
'(10, 14, [25], 2)' 2
'(6, 3, [21], 2)' 2
'(18, 39, [0], 1)' 1
'(18, 20, [25], 2)' 2
'(20, 28, [14], 2)' 2
'(16, 33, [4], 2)' 2
'(11, 37, [10], 2)' 2
'(29, 34, [4], 2)' 2
'(23, 0, [33], 2)' 2
'(39, 40, [8], 1)' 1
'(8, 13, [33], 2)' 2
'(23, 36, [42], 1)' 1
'(9, 43, [6], 2)' 2
'(4, 19, [27], 2)' 2
'(33, 21, [11], 2)' 2
'(22, 31, [5], 2)' 2
'(22, 13, [35], 2)' 2
'(29, 32, [26], 1)' 1
'(14, 31, [40], 1)' 1
'(18, 23, [33], 2)' 2
'(31, 42, [20], 1)' 1
'(7, 36, [39], 2)' 2
'(33, 30, [41], 2)' 2
'(37, 40, [28], 1)' 1
'(38, 30, [24], 2)' 2
'(27, 32, [2], 2)' 2
'(17, 30, [13], 2)' 2
'(37, 32, [2], 2)' 2
'(28, 36, [4], 2)' 2
'(25, 42, [15], 2)' 2
'(17, 14, [8], 2)' 2
'(33, 42, [11], 2)' 2
'(15, 39, [10], 2)' 2
'(1, 23, [42], 1)' 1
'(29, 27, [7], 2)' 2
'(40, 35, [18], 2)' 2
'(28, 16, [19], 4)' 1
'(21, 27, [15], 1)' 1
'(42, 41, [10], 2)' 1
'(31, 34, [24], 2)' 2
'(35, 26, [14], 2)' 2
'(10, 1, [28], 2)' 2
'(6, 8, [3], 2)' 2
'(39, 34, [3], 2)' 2
'(27, 16, [5], 2)' 2
'(26, 42, [25], 1)' 1
'(26, 29, [4], 2)' 2
'(39, 21, [16], 2)' 2
'(24, 29, [14], 1)' 1
'(25, 27, [7], 2)' 2
'(28, 25, [32], 2)' 2
'(30, 7, [39], 2)' 2
'(8, 36, [43], 2)' 2
'(41, 39, [21], 2)' 2
'(19, 11, [10], 2)' 2
'(10, 30, [6], 1)' 1
'(31, 36, [30], 1)' 1
'(14, 22, [43], 2)' 2
'(25, 33, [15], 2)' 2
'(14, 30, [3], 2)' 2
'(26, 25, [29], 2)' 1
'(39, 37, [3], 2)' 2
'(20, 38, [9], 1)' 1
'(16, 30, [34], 1)' 1
'(8, 9, [0], 1)' 1
'(19, 0, [22], 2)' 2
'(32, 17, [8], 2)' 2
'(7, 11, [16], 2)' 2
'(10, 25, [1], 2)' 2
'(8, 18, [31], 1)' 1
'(2, 20, [32], 2)' 2
'(27, 32, [37], 1)' 1
'(38, 4, [43], 2)' 2
'(19, 20, [22], 2)' 1
'(16, 36, [11], 1)' 1
'(35, 42, [3], 2)' 2
'(12, 20, [23], 1)' 1
'(26, 40, [11], 1)' 1
'(24, 43, [20], 1)' 1
'(24, 31, [4], 2)' 2
'(7, 18, [33], 1)' 1
'(1, 2, [10], 1)' 1
'(36, 43, [22], 2)' 2
'(30, 33, [20], 2)' 2
'(8, 1, [18], 2)' 2
'(18, 29, [35], 1)' 1
'(27, 15, [14], 2)' 2
'(33, 8, [3], 2)' 2
'(22, 23, [43], 1)' 1
'(16, 42, [13], 1)' 1
'(38, 23, [16], 2)' 2
'(11, 14, [43], 2)' 2
'(1, 2, [4], 1)' 1
'(13, 26, [10], 1)' 1
'(26, 9, [0], 2)' 2
'(26, 37, [10], 1)' 1
'(32, 27, [25], 2)' 2
'(31, 21, [12], 2)' 2
'(22, 14, [13], 2)' 2
'(25, 34, [21], 2)' 2
'(26, 40, [5], 2)' 2
'(16, 32, [15], 1)' 1
'(38, 31, [2], 2)' 2
'(17, 34, [39], 2)' 2
'(23, 22, [7], 2)' 1
'(27, 11, [34], 2)' 2
'(22, 25, [30], 1)' 1
'(31, 17, [36], 2)' 2
'(17, 10, None, 0)' 1
'(26, 20, [18], 2)' 2
'(32, 25, [20], 2)' 2
'(1, 19, [42], 2)' 2
'(14, 18, [41], 2)' 2
'(38, 42, [16], 1)' 1
'(0, 4, [32], 1)' 1
'(34, 41, [16], 2)' 2
'(37, 17, [7], 2)' 2
'(23, 43, [19], 2)' 2
'(12, 3, [1], 2)' 2
'(13, 22, [3], 2)' 2
'(10, 11, [34], 1)' 1
'(1, 26, [36], 1)' 1
'(40, 41, [38], 2)' 1
'(5, 17, [40], 2)' 2
'(4, 32, [37], 1)' 1
'(18, 19, [15], 2)' 1
'(36, 40, [26], 2)' 2
'(26, 25, [16], 2)' 1
'(11, 23, [39], 2)' 2
'(16, 26, [15], 2)' 2
'(25, 30, [39], 2)' 2
'(17, 24, [1], 1)' 1
'(21, 43, [8], 2)' 2
'(4, 15, [37], 1)' 1
'(9, 38, [40], 2)' 2
'(14, 17, [4], 1)' 1
'(14, 9, [21], 2)' 2
'(41, 37, [42], 2)' 2
'(16, 23, [0], 1)' 1
'(14, 30, [9], 1)' 1
'(33, 39, [27], 1)' 1
'(0, 7, [11], 2)' 2
'(16, 5, [37], 2)' 2
'(15, 18, [28], 1)' 1
'(20, 33, [16], 2)' 2
'(7, 29, [0], 1)' 1
'(10, 13, [9], 2)' 2
'(26, 34, [23], 2)' 2
'(36, 42, [12], 1)' 1
'(18, 27, [13], 2)' 2
'(16, 21, [3], 2)' 2
'(3, 22, [32], 2)' 2
'(28, 24, [15], 2)' 2
'(28, 7, [34], 2)' 2
'(8, 9, [40], 2)' 1
'(22, 32, [9], 1)' 1
'(12, 9, [38], 2)' 2
'(14, 32, [1], 1)' 1
'(35, 22, [42], 2)' 2
'(3, 16, [38], 2)' 2
'(22, 35, [3], 2)' 2
'(6, 19, [28], 2)' 2
'(24, 28, [0], 1)' 1
'(7, 4, [17], 2)' 2
'(22, 8, [35], 2)' 2
'(0, 21, [22], 1)' 1
'(28, 25, [33], 2)' 2
'(30, 25, [19], 2)' 2
'(25, 17, [11], 2)' 2
'(2, 24, [43], 2)' 2
'(34, 14, [12], 2)' 2
'(32, 2, [38], 2)' 2
'(13, 33, [42], 2)' 2
'(15, 25, [40], 1)' 1
'(24, 35, [20], 2)' 2
'(3, 10, [20], 1)' 1
'(30, 4, [33], 2)' 2
'(11, 18, [36], 2)' 2
'(18, 7, [28], 2)' 2
'(14, 17, [0], 1)' 1
'(34, 23, [22], 2)' 2
'(0, 9, [28], 2)' 2
'(4, 17, [24], 1)' 1
'(34, 43, [6], 1)' 1
'(30, 1, [40], 2)' 2
'(40, 33, [5], 2)' 2
'(22, 29, [2], 1)' 1
'(42, 34, [21], 2)' 2
'(33, 20, [1], 2)' 2
'(27, 23, [5], 2)' 2
'(23, 43, [1], 1)' 1
'(9, 30, [8], 2)' 2
'(27, 31, [10], 1)' 1
'(42, 43, [27], 2)' 1
'(17, 28, [43], 2)' 2
'(8, 17, [5], 1)' 1
'(19, 13, [0], 2)' 2
'(3, 21, [41], 2)' 2
'(24, 20, [0], 2)' 2
'(6, 33, [39], 1)' 1
'(0, 8, [13], 1)' 1
'(9, 21, [25], 2)' 2
'(7, 36, [0], 2)' 2
'(34, 37, [40], 2)' 2
'(6, 17, [1], 1)' 1
'(9, 13, [18], 2)' 2
'(37, 38, [4], 2)' 1
'(32, 38, [16], 1)' 1
'(17, 33, [13], 1)' 1
'(42, 37, [20], 2)' 2
'(16, 35, [6], 2)' 2
'(14, 29, [6], 1)' 1
'(20, 33, [35], 1)' 1
'(8, 23, [37], 2)' 2
'(8, 5, [11], 2)' 2
'(20, 26, [10], 1)' 1
'(14, 26, [35], 1)' 1
'(5, 8, [2], 2)' 2
'(43, 34, [24], 2)' 2
'(22, 15, [4], 2)' 2
'(18, 37, [6], 2)' 2
'(12, 13, [33], 2)' 1
'(43, 22, [2], 2)' 2
'(7, 12, [42], 2)' 2
'(42, 29, [25], 2)' 2
'(27, 24, [6], 2)' 2
'(30, 36, [0], 2)' 2
'(42, 35, [5], 2)' 2
'(6, 3, [22], 2)' 2
'(11, 6, [31], 2)' 2
'(3, 17, [19], 2)' 2
'(0, 12, [31], 1)' 1
'(7, 38, [3], 1)' 1
'(39, 43, [0], 1)' 1
'(24, 5, [31], 2)' 2
'(15, 37, [2], 1)' 1
'(0, 20, [23], 2)' 2
'(30, 38, [10], 2)' 2
'(16, 31, [5], 1)' 1
'(16, 32, [12], 1)' 1
'(14, 0, [31], 2)' 2
'(24, 25, [35], 2)' 1
'(23, 39, [11], 1)' 1
'(21, 23, [31], 2)' 2
'(14, 17, [35], 2)' 2
'(7, 33, [6], 1)' 1
'(13, 2, [39], 2)' 2
'(10, 25, [32], 2)' 2
'(31, 36, [1], 1)' 1
'(8, 10, [18], 2)' 2
'(10, 23, [3], 1)' 1
'(36, 34, [28], 2)' 2
'(20, 39, [4], 2)' 2
'(37, 38, [0], 2)' 1
'(22, 29, [33], 1)' 1
'(20, 26, [9], 2)' 2
'(3, 15, [31], 2)' 2
'(1, 16, [41], 1)' 1
'(10, 40, [41], 1)' 1
'(35, 17, [39], 2)' 2
'(5, 17, [4], 1)' 1
'(24, 35, [42], 1)' 1
'(26, 36, [13], 1)' 1
'(0, 13, [20], 1)' 1
'(12, 16, [4], 1)' 1
'(25, 35, [10], 1)' 1
'(9, 42, [1], 1)' 1
'(22, 26, [2], 2)' 2
'(17, 16, [30], 2)' 1
'(31, 35, [24], 1)' 1
'(20, 23, [28], 2)' 2
'(15, 23, [31], 1)' 1
'(42, 39, [29], 2)' 2
'(43, 35, [34], 2)' 2
'(22, 31, [1], 1)' 1
'(42, 31, [25], 2)' 2
'(6, 17, [5], 1)' 1
'(14, 13, [24], 2)' 1
'(24, 16, [29], 2)' 2
'(26, 34, [11], 2)' 2
'(30, 21, [33], 2)' 2
'(16, 6, [43], 2)' 2
'(23, 30, [1], 2)' 2
'(16, 32, [11], 2)' 2
'(7, 12, [14], 1)' 1
'(34, 37, [16], 2)' 2
'(9, 11, [33], 1)' 1
'(19, 25, [37], 1)' 1
'(24, 43, [2], 2)' 2
'(31, 34, [25], 2)' 2
'(37, 21, [18], 2)' 2
'(23, 0, [42], 2)' 2
'(18, 38, [14], 1)' 1
'(3, 27, [30], 2)' 2
'(37, 36, [3], 2)' 1
'(3, 5, [29], 1)' 1
'(10, 19, [3], 1)' 1
'(28, 22, [40], 2)' 2
'(19, 35, [3], 1)' 1
'(14, 43, [8], 1)' 1
'(5, 11, [25], 2)' 2
'(42, 43, [15], 1)' 1
'(21, 29, [3], 1)' 1
'(31, 36, [16], 1)' 1
'(20, 19, [31], 2)' 1
'(27, 36, [14], 2)' 2
'(26, 25, [32], 2)' 1
'(8, 16, [30], 2)' 2
'(32, 37, [39], 2)' 2
'(24, 33, [40], 2)' 2
'(35, 19, [18], 2)' 2
'(3, 32, [40], 1)' 1
'(10, 31, [32], 1)' 1
'(27, 35, [4], 1)' 1
